Fill:0
0,1,0
0,2,0
0,4,0
0,5,0
0,6,0
0,7,0
0,8,0
0,9,0
0,9,1
0,9,2
0,9,3
0,9,4
0,9,5
0,9,6
0,9,7
0,9,8
0,9,9
0,1,9
0,2,9
0,3,9
0,4,9
0,5,9
0,6,9
0,7,9
0,8,9
0,0,9
0,0,2
0,0,4
0,0,5
0,0,6
0,0,7
0,0,8
0,2,-12
0,3,0
0,-6,-4
7,-8,-3
0,-26,-16
0,-16,-12
0,-9,-3
0,-7,-4
3,-30,-13
2,-30,-12
2,-30,-11
2,-30,-10
2,-30,-9
2,-30,-8
2,-30,-7
2,-30,-6
2,-30,-5
2,-30,-4
2,-30,-2
2,-30,-3
2,-30,-1
2,-30,0
2,-30,1
2,-30,2
2,-30,3
2,-30,4
2,-30,5
2,-30,6
2,-30,7
2,-30,8
2,-30,9
2,-30,10
2,-30,11
2,-30,12
2,-30,13
5,-30,14
1,-29,-13
1,-28,-13
1,-27,-13
1,-26,-13
1,-25,-13
1,-24,-13
1,-23,-13
1,-22,-13
1,-21,-13
1,-20,-13
1,-19,-13
1,-18,-13
1,-17,-13
1,-16,-13
1,-15,-13
1,-14,-13
1,-13,-13
1,-12,-13
1,-11,-13
1,-10,-13
1,-9,-13
1,-8,-13
1,-7,-13
1,-6,-13
1,-5,-13
1,-4,-13
1,-3,-13
1,-2,-13
1,-1,-13
1,0,-13
1,1,-13
1,3,-13
1,2,-13
1,4,-13
1,5,-13
1,6,-13
1,7,-13
1,8,-13
1,9,-13
1,10,-13
1,11,-13
1,12,-13
1,13,-13
1,14,-13
1,15,-13
1,16,-13
1,17,-13
1,18,-13
1,19,-13
1,20,-13
4,21,-13
2,21,-12
2,21,-11
2,21,-10
2,21,-9
2,21,-8
2,21,-7
2,21,-6
2,21,-5
2,21,-4
2,21,-3
2,21,-2
2,21,-1
2,21,0
2,21,2
2,21,1
2,21,3
2,21,4
2,21,5
2,21,7
2,21,6
2,21,8
2,21,9
2,21,10
2,21,11
2,21,12
2,21,13
1,-29,14
1,-28,14
1,-27,14
1,-26,14
1,-25,14
1,-24,14
1,-23,14
1,-22,14
1,-21,14
1,-20,14
1,-19,14
1,-18,14
1,-17,14
1,-16,14
1,-15,14
1,-14,14
1,-13,14
1,-12,14
1,-11,14
1,-10,14
1,-9,14
1,-8,14
1,-7,14
1,-5,14
1,-6,14
1,-4,14
1,-3,14
1,-2,14
1,-1,14
1,0,14
1,1,14
1,2,14
1,3,14
1,4,14
1,5,14
1,6,14
1,7,14
1,9,14
1,8,14
1,10,14
1,11,14
1,12,14
1,13,14
1,14,14
1,15,14
1,16,14
1,17,14
1,18,14
1,19,14
1,20,14
6,21,14
0,0,-1
0,-1,-1
0,0,1
11,-16,-5
2,-16,-4
2,-16,-3
1,-15,-5
1,-14,-5
1,-17,-5
1,-18,-5
3,-19,-5
4,-13,-5
6,-13,-2
5,-19,-2
2,-19,-4
2,-19,-3
2,-13,-4
2,-13,-3
1,-18,-2
1,-17,-2
1,-15,-2
1,-14,-2
2,-29,-3
12,-16,-2
2,-25,-4
2,13,-4
7,-18,-4
9,-21,-7
2,4,-11
2,-31,-13
3,-8,1
1,-7,1
1,-6,1
2,-8,2
2,-8,4
1,-7,3
1,-6,3
1,-7,5
1,-6,5
9,-8,3
5,-8,5
2,-10,2
2,-10,3
2,-10,4
2,-10,5
4,-10,1
3,-13,1
1,-12,1
1,-11,1
2,-13,2
2,-13,3
2,-13,4
2,-13,5
2,-4,5
2,-4,4
9,-4,3
3,-4,1
2,-4,2
2,-2,2
1,-3,1
1,-3,3
6,-2,3
4,-2,1
2,5,-6
2,-32,-16
7,-20,-8
4,-13,-8
8,0,0
